6.4,3.2,4.5,1.5,Iris-versicolor,2,51,0.6726409959598074
6.9,3.1,4.9,1.5,Iris-versicolor,2,52,0.6987151600622806
5.5,2.3,4.0,1.3,Iris-versicolor,2,53,0.45059213450442
6.5,2.8,4.6,1.5,Iris-versicolor,2,54,0.7019579862351079
5.7,2.8,4.5,1.3,Iris-versicolor,2,55,0.6261548808511118
6.3,3.3,4.7,1.6,Iris-versicolor,2,56,0.6953361241834608
4.9,2.4,3.3,1.0,Iris-versicolor,1,57,0.07437179821447568
6.6,2.9,4.6,1.3,Iris-versicolor,2,58,0.6794830332332922
5.2,2.7,3.9,1.4,Iris-versicolor,2,59,0.3704613559750456
5.0,2.0,3.5,1.0,Iris-versicolor,2,60,0.06827967731335625
5.9,3.0,4.2,1.5,Iris-versicolor,2,61,0.60009186928219
6.0,2.2,4.0,1.0,Iris-versicolor,2,62,0.46223177698150103
6.1,2.9,4.7,1.4,Iris-versicolor,2,63,0.7029714731561006
5.6,2.9,3.6,1.3,Iris-versicolor,2,64,0.2987543892932773
6.7,3.1,4.4,1.4,Iris-versicolor,2,65,0.6434307416664893
5.6,3.0,4.5,1.5,Iris-versicolor,2,66,0.6220312893675868
5.8,2.7,4.1,1.0,Iris-versicolor,2,67,0.4982271154880992
6.2,2.2,4.5,1.5,Iris-versicolor,2,68,0.6429548669061944
5.6,2.5,3.9,1.1,Iris-versicolor,2,69,0.4140252585004913
5.9,3.2,4.8,1.8,Iris-versicolor,2,70,0.6958073418372227
6.1,2.8,4.0,1.3,Iris-versicolor,2,71,0.5443480823907595
6.3,2.5,4.9,1.5,Iris-versicolor,2,72,0.7176301982558349
6.1,2.8,4.7,1.2,Iris-versicolor,2,73,0.6789996693857194
6.4,2.9,4.3,1.3,Iris-versicolor,2,74,0.6326024567729427
6.6,3.0,4.4,1.4,Iris-versicolor,2,75,0.6545128068091602
6.8,2.8,4.8,1.4,Iris-versicolor,2,76,0.6971419374550506
6.7,3.0,5.0,1.7,Iris-versicolor,2,77,0.7333851818515377
6.0,2.9,4.5,1.5,Iris-versicolor,2,78,0.6779170705881787
5.7,2.6,3.5,1.0,Iris-versicolor,2,79,0.21469151066268752
5.5,2.4,3.8,1.1,Iris-versicolor,2,80,0.350326505789901
5.5,2.4,3.7,1.0,Iris-versicolor,2,81,0.28360467128704797
5.8,2.7,3.9,1.2,Iris-versicolor,2,82,0.46635887535116544
6.0,2.7,5.1,1.6,Iris-versicolor,2,83,0.7283966305946993
5.4,3.0,4.5,1.5,Iris-versicolor,2,84,0.5832270839431519
6.0,3.4,4.5,1.6,Iris-versicolor,2,85,0.6383065692072352
6.7,3.1,4.7,1.5,Iris-versicolor,2,86,0.6966194378516414
6.3,2.3,4.4,1.3,Iris-versicolor,2,87,0.6240445549319277
5.6,3.0,4.1,1.3,Iris-versicolor,2,88,0.5071616182230457
5.5,2.5,4.0,1.3,Iris-versicolor,2,89,0.4627654638606558
5.5,2.6,4.4,1.2,Iris-versicolor,2,90,0.5580486737676414
6.1,3.0,4.6,1.4,Iris-versicolor,2,91,0.6878756761167827
5.8,2.6,4.0,1.2,Iris-versicolor,2,92,0.5019333641550751
5.0,2.3,3.3,1.0,Iris-versicolor,1,93,0.042861614209063044
5.6,2.7,4.2,1.3,Iris-versicolor,2,94,0.5471992807681646
5.7,3.0,4.2,1.2,Iris-versicolor,2,95,0.539893465627862
5.7,2.9,4.2,1.3,Iris-versicolor,2,96,0.5607581355870248
6.2,2.9,4.3,1.3,Iris-versicolor,2,97,0.630979692715676
5.1,2.5,3.0,1.1,Iris-versicolor,1,98,0.19405704245925176
5.7,2.8,4.1,1.3,Iris-versicolor,2,99,0.5351071860895141
6.3,3.3,6.0,2.5,Iris-virginica,2,100,0.6778770435294157
5.8,2.7,5.1,1.9,Iris-virginica,2,101,0.7130302565936342
7.1,3.0,5.9,2.1,Iris-virginica,2,102,0.6981488999178865
6.3,2.9,5.6,1.8,Iris-virginica,2,103,0.737964406354904
6.5,3.0,5.8,2.2,Iris-virginica,2,104,0.7219494799971788
7.6,3.0,6.6,2.1,Iris-virginica,2,105,0.6230980239832998
4.9,2.5,4.5,1.7,Iris-virginica,2,106,0.4838395551511377
7.3,2.9,6.3,1.8,Iris-virginica,2,107,0.6606365184753185
6.7,2.5,5.8,1.8,Iris-virginica,2,108,0.7110052069432039
7.2,3.6,6.1,2.5,Iris-virginica,2,109,0.6423765560620653
6.5,3.2,5.1,2.0,Iris-virginica,2,110,0.7350102638425486
6.4,2.7,5.3,1.9,Iris-virginica,2,111,0.7472173158381905
6.8,3.0,5.5,2.1,Iris-virginica,2,112,0.732025226124911
5.7,2.5,5.0,2.0,Iris-virginica,2,113,0.6845958615660777
5.8,2.8,5.1,2.4,Iris-virginica,2,114,0.6834991603327426
6.4,3.2,5.3,2.3,Iris-virginica,2,115,0.7232685906528581
6.5,3.0,5.5,1.8,Iris-virginica,2,116,0.7440930007454262
7.7,3.8,6.7,2.2,Iris-virginica,2,117,0.582005041238974
7.7,2.6,6.9,2.3,Iris-virginica,2,118,0.5932199387164006
6.0,2.2,5.0,1.5,Iris-virginica,2,119,0.6790503450469876
6.9,3.2,5.7,2.3,Iris-virginica,2,120,0.7069467418955255
5.6,2.8,4.9,2.0,Iris-virginica,2,121,0.6759825315168759
7.7,2.8,6.7,2.0,Iris-virginica,2,122,0.6103604109974756
6.3,2.7,4.9,1.8,Iris-virginica,2,123,0.7392818854913302
6.7,3.3,5.7,2.1,Iris-virginica,2,124,0.7170018496959201
7.2,3.2,6.0,1.8,Iris-virginica,2,125,0.6805090036891589
6.2,2.8,4.8,1.8,Iris-virginica,2,126,0.7328157484123925
6.1,3.0,4.9,1.8,Iris-virginica,2,127,0.7331457714706474
6.4,2.8,5.6,2.1,Iris-virginica,2,128,0.7359945059482407
7.2,3.0,5.8,1.6,Iris-virginica,2,129,0.6877457425079774
7.4,2.8,6.1,1.9,Iris-virginica,2,130,0.6663053224545399
7.9,3.8,6.4,2.0,Iris-virginica,2,131,0.5818079982101854
6.4,2.8,5.6,2.2,Iris-virginica,2,132,0.7313466448912939
6.3,2.8,5.1,1.5,Iris-virginica,2,133,0.7385803127800183
6.1,2.6,5.6,1.4,Iris-virginica,2,134,0.703320606484693
7.7,3.0,6.1,2.3,Iris-virginica,2,135,0.6368711183638966
6.3,3.4,5.6,2.4,Iris-virginica,2,136,0.6969088619947155
6.4,3.1,5.5,1.8,Iris-virginica,2,137,0.7406453988569608
6.0,3.0,4.8,1.8,Iris-virginica,2,138,0.718844597796625
6.9,3.1,5.4,2.1,Iris-virginica,2,139,0.724352226111143
6.7,3.1,5.6,2.4,Iris-virginica,2,140,0.7149825910044352
6.9,3.1,5.1,2.3,Iris-virginica,2,141,0.7060075305497541
5.8,2.7,5.1,1.9,Iris-virginica,2,142,0.7130302565936342
6.8,3.2,5.9,2.3,Iris-virginica,2,143,0.7017440748614379
6.7,3.3,5.7,2.5,Iris-virginica,2,144,0.6958224985166623
6.7,3.0,5.2,2.3,Iris-virginica,2,145,0.7242168906781243
6.3,2.5,5.0,1.9,Iris-virginica,2,146,0.7301116089356623
6.5,3.0,5.2,2.0,Iris-virginica,2,147,0.7472090776266822
6.2,3.4,5.4,2.3,Iris-virginica,2,148,0.7024623242613626
5.9,3.0,5.1,1.8,Iris-virginica,2,149,0.7238197629802027
